0,Country,Region,HarvestYear,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Color,altitude_high_meters,altitude_mean_meters,unit_of_measurement,Processing.Method,
455,Tanzania,mbinga,2014,7.58,7.67,7.67,7.58,7.42,7.58,7.67,83.17,0.13,Bluish-Green,1653,1653,m,Washed / Wet,
456,Colombia,huila,2014,7.58,7.5,7.5,7.67,7.5,7.67,7.75,83.17,0,,1950,1775,m,Washed / Wet,
457,Uganda,eastern,2014,8,7.67,7.5,7.42,7.33,7.58,7.67,83.17,0.1,Bluish-Green,1800,1800,m,Washed / Wet,
459,Honduras,san marcos,2013,7.5,7.5,7.5,7.67,7.67,7.67,7.67,83.17,0.1,Green,1450,1450,m,Natural / Dry,
460,Honduras,comayagua,2014/2015,7.67,7.67,7.5,7.67,7.5,7.67,7.5,83.17,0.11,Green,1350,1350,m,Natural / Dry,
461,Guatemala,san marcos,2014,7.33,7.83,7.17,8.17,7.33,7.67,7.67,83.17,0.09,Green,1524,1524,ft,Washed / Wet,
462,US-Hawaii,kona,2013,7.5,7.5,7.58,7.42,7.92,7.67,7.58,83.17,0.11,Bluish-Green,130,130,m,Natural / Dry,
463,Tanzania,kilimanjaro,2014,7.58,7.5,7.58,7.75,7.58,7.58,7.58,83.17,0.12,Green,1800,1800,m,Washed / Wet,
464,Guatemala,oriente,2013,7.67,7.83,7.33,7.67,7.5,7.67,7.5,83.17,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
465,Mexico,chiapas,2013,7.75,7.58,7.58,7.58,7.5,7.42,7.75,83.17,0.11,Green,1500,1500,m,Washed / Wet,
466,Mexico,"tlanchinol, hidalgo",2012,7.75,7.67,7.58,7.5,7.42,7.58,7.67,83.17,0.12,None,532,532,m,Washed / Wet,
467,Mexico,san bartolo tutotepec,2012,7.58,7.75,7.42,7.67,7.5,7.58,7.67,83.17,0.14,None,1089,1089,m,Washed / Wet,
468,Colombia,huila,2012,7.67,7.5,7.5,7.5,7.58,8.17,7.25,83.17,0.11,Green,1950,1775,m,Washed / Wet,
469,Mexico,san isidro,2012,7.75,7.5,7.42,7.75,7.58,7.58,7.58,83.17,0.13,Green,700,700,m,Washed / Wet,
470,Colombia,huila,2012,7.58,7.67,7.5,7.58,7.67,7.67,7.5,83.17,0.11,Blue-Green,1750,1750,m,Washed / Wet,
471,Mexico,la concordia,2012,7.5,7.75,7.58,7.58,7.67,7.5,7.58,83.17,0.11,,1380,1380,m,Washed / Wet,
472,Brazil,south of minas,2012,7.75,7.67,7.58,7.5,7.58,7.58,7.5,83.17,0.12,Green,1000,1000,m,Natural / Dry,
473,Brazil,mogiana,2012,7.92,7.58,7.5,7.58,7.42,7.5,7.67,83.17,0.11,Green,950,950,m,Natural / Dry,
474,Guatemala,oriente,2012,7.75,7.5,7.67,7.5,7.92,8,7.5,83.17,0,Green,1402.08,1402.08,ft,Washed / Wet,
475,Brazil,south of minas,2011,7.75,7.5,7.58,7.5,7.75,7.5,7.58,83.17,0.12,Blue-Green,1000,1000,m,Semi-washed / Semi-pulped,
476,Brazil,south of minas,2011,7.58,7.75,7.67,7.5,7.67,7.58,7.42,83.17,0.02,,900,900,m,,
477,ElSalvador,santa ana,2010-2011,7.42,7.83,8.17,8.08,7.17,7.58,7.58,83.17,0.14,,1200,1200,m,,
478,Ethiopia,limu,August to December,7.75,8,7.67,8.08,7.83,7.92,7.92,83.17,0.01,,1850,1850,m,,
479,Colombia,cundinamarca,2016,7.58,7.67,7.33,7.67,7.75,7.58,7.5,83.08,0,Green,1799,1799,m,Washed / Wet,
481,Brazil,south of minas,2015,7.58,7.58,7.58,7.5,7.67,7.58,7.58,83.08,0.11,Bluish-Green,905,905,m,Pulped natural / honey,
482,Brazil,south of minas,2015/2016,7.33,7.67,7.67,7.33,7.75,7.42,7.92,83.08,0,Green,1,1,m,Natural / Dry,
483,Taiwan,"dongshan dist., tainan city 臺南市東山區",2015,7.83,7.92,7.5,7.83,7.67,7.25,7.75,83.08,0,Green,800,750,m,Natural / Dry,
485,Brazil,south of minas,2014/2015,7.58,7.83,7.67,7.42,7.42,7.5,7.67,83.08,0,Green,1200,1200,m,Washed / Wet,
486,CostaRica,central valley,2014,7.83,7.33,7.5,7.67,7.58,7.67,7.5,83.08,0.1,Green,1400,1300,m,Washed / Wet,
487,US-Hawaii,kona,2013,7.33,7.75,7.58,7.33,7.83,7.67,7.58,83.08,0.12,Bluish-Green,130,130,m,Natural / Dry,
488,Taiwan,chiayi alishan 嘉義縣阿里山鄉,2013/2014,7.75,7.75,7.5,7.5,7.5,7.5,7.58,83.08,0.11,,1300,1300,m,Other,
489,US-Hawaii,kona,2012,7.83,7.83,7.33,7.17,7.75,7.67,7.5,83.08,0.1,Bluish-Green,130,130,m,Natural / Dry,
490,Mexico,santa catarina juquila,2012,7.75,7.67,7.42,7.75,7.5,7.5,7.5,83.08,0.1,,1400,1400,m,Washed / Wet,
491,US-Hawaii,kona,2012,7.67,7.58,7.5,7.67,7.92,8,8.08,83.08,0,,130,130,m,Natural / Dry,
492,US-Hawaii,kona,2012,7.33,7.58,7.58,7.92,7.67,7.58,7.42,83.08,0.12,Green,130,130,m,Washed / Wet,
493,Colombia,huila,Mayo a Julio,7.33,7.33,7.33,7.58,7.25,8.08,8.17,83.08,0.01,,1950,1775,m,,
494,Colombia,cauca,47/2010,7.83,7.75,7.33,7.25,7.42,7.92,7.58,83.08,0.08,,1880,1880,m,,
495,Indonesia,dolok sanggul,2010,7.67,7.58,7.5,7.58,7.67,7.58,7.5,83.08,0,,1400,1350,m,,
497,Brazil,south of minas,2017 / 2018,7.58,7.5,7.5,7.75,7.67,7.5,7.5,83,0,Green,890,890,m,Natural / Dry,
498,Brazil,south of minas,2016,7.5,7.58,7.58,7.67,7.58,7.5,7.58,83,0.11,Green,894,894,m,Natural / Dry,
499,Brazil,south of minas,2016,7.5,7.67,7.58,7.67,7.58,7.42,7.58,83,0.11,Bluish-Green,872,872,m,Natural / Dry,
500,Uganda,"kasese, mt. rwenzori",2015,7.67,7.58,7.42,7.42,7.83,7.5,7.58,83,0.12,Green,1473,1473,m,Washed / Wet,
501,Uganda,"kasese, mt. rwenzori",2015,7.67,7.67,7.5,7.58,7.42,7.5,7.67,83,0.12,Green,1645,1645,m,Natural / Dry,
502,Colombia,huila,2016,7.67,7.67,7.33,7.67,7.5,7.58,7.58,83,0.11,Green,442,442,m,,
503,Vietnam,vietnam cau dat,2014,7.75,7.67,7.58,7.58,7.42,7.67,8,83,0,Green,1550,1550,m,Other,
504,Guatemala,nuevo oriente,2015,7.67,7.75,7.33,7.92,7.42,7.5,7.42,83,0.11,Green,1800,1550,m,Washed / Wet,
505,Guatemala,"el tumbador, san marcos",2015,7.75,7.67,7.33,7.75,7.5,7.42,7.58,83,0.11,Green,1371.6,1371.6,ft,Washed / Wet,
506,Guatemala,antigua,2015,7.83,7.67,7.25,7.67,7.75,7.5,7.33,83,0.11,Green,1500,1500,m,Washed / Wet,
507,Brazil,high mogiana,2014,7.67,7.67,7.67,7.5,7.42,7.5,7.58,83,0,Green,1100,1000,m,Natural / Dry,
508,Taiwan,嘉義阿里山,2014,7.92,7.92,7.83,7.58,7.33,7.25,7.17,83,0.08,Green,1200,1200,m,Washed / Wet,
509,Uganda,kapchorwa,2013,7.83,7.58,7.5,7.5,7.58,7.5,7.5,83,0.12,Green,1800,1800,m,Washed / Wet,
510,US,yauco region,2013,7.67,7.5,7.67,7.83,7.75,7.83,7.42,83,0,Bluish-Green,853.44,853.44,ft,Washed / Wet,Bluish-Green
511,Guatemala,antigua,2014,7.67,7.67,7.42,7.83,7.5,7.5,7.42,83,0.1,Green,1500,1500,m,Washed / Wet,
512,CostaRica,central valley,2013,7.67,7.58,7.5,7.58,7.5,7.5,7.67,83,0.11,Green,1300,1200,m,Washed / Wet,
513,Brazil,sul de minas,2013/2014,7.75,7.58,7.42,7.67,7.42,7.67,7.5,83,0.12,Bluish-Green,1250,1250,m,Semi-washed / Semi-pulped,
514,Colombia,huila,2013,7.75,7.42,7.33,7.5,7.58,7.17,8.25,83,0.11,Green,1950,1775,m,Washed / Wet,
515,Colombia,huila,2013,7.83,7.5,7.58,7.33,7.5,7.67,7.58,83,0,Green,1750,1750,m,Washed / Wet,
516,Colombia,pitalito,2013,7.33,7.67,7.75,7.42,7.75,7.58,7.5,83,0.11,Green,1000,1000,m,Natural / Dry,
517,Colombia,pitalito,2013,7.58,7.75,7.42,7.67,7.58,7.42,7.58,83,0,Green,1000,1000,m,Natural / Dry,
518,Colombia,huila,2012,7.5,7.5,7.42,7.58,7.75,7.58,7.67,83,0.11,Green,1950,1775,m,Washed / Wet,
519,Mexico,coatepec,2012,7.67,7.58,7.42,7.5,7.67,7.58,7.58,83,0.11,Green,750,750,m,Washed / Wet,
520,Mexico,atoyac de alvarez,2012,7.67,7.83,7.5,7.58,7.58,7.67,7.83,83,0.11,Green,1200,1200,m,Semi-washed / Semi-pulped,
521,Mexico,coatepec,2012,7.5,7.67,7.5,7.5,7.58,7.58,7.67,83,0.11,Green,1200,1200,m,Washed / Wet,
523,Colombia,huila,2012,7.75,7.58,7.5,7.67,7.83,7.75,7.58,83,0,Green,1750,1625,m,Washed / Wet,
524,Colombia,huila,2012,7.67,7.58,7.58,7.58,7.67,7.42,7.5,83,0.11,Green,1750,1750,m,Washed / Wet,
525,Guatemala,"la reforma, san marcos",2012,7.5,7.67,7.5,7.67,7.5,7.83,7.33,83,0.1,Green,1371.6,1371.6,ft,Washed / Wet,
526,Colombia,la plata,2011,7.67,7.67,7.58,7.5,7.67,7.42,7.5,83,0.12,Bluish-Green,1950,1775,m,Washed / Wet,
528,Colombia,cauca,Abril - Julio,7.33,7.67,7.58,7.33,7.58,7.92,7.58,83,0.08,,1850,1450,m,,
529,US-Hawaii,,,7.83,7.83,7.67,7.83,7.92,7.83,8.08,83,0,,130,130,m,,
530,US-Hawaii,,,7.5,7.58,7.42,7.58,7.58,7.67,7.67,83,0,,130,130,m,,
531,Colombia,huila,4t/2011,7.5,7.58,7.67,7.67,7.58,7.58,7.42,83,0.06,,1800,1800,m,,
534,Brazil,south of minas,2017 / 2018,7.67,7.58,7.5,7.58,7.58,7.5,7.5,82.92,0,Green,890,890,m,Natural / Dry,
535,ElSalvador,apaneca,2017,7.5,7.5,7.75,7.58,7.92,7.83,7.5,82.92,0,Green,1350,1350,m,Washed / Wet,
536,Colombia,guayata,2017,7.58,7.67,7.5,7.33,7.67,7.58,7.58,82.92,0.11,Green,1500,1500,m,Washed / Wet,
537,Taiwan,"dongshan dist., tainan city 臺南市東山區",2016,7.17,7.83,7.25,7.67,7.67,7.58,7.75,82.92,0.09,Green,350,350,m,Natural / Dry,
538,Ethiopia,"blida,kercha,guji,oromia",2016,7.58,7.58,7.5,7.5,7.58,7.58,7.58,82.92,0,Bluish-Green,2000,2000,m,Washed / Wet,
539,Taiwan,台東太麻里,2014,7.5,7.58,7.67,7.33,7.5,7.75,7.58,82.92,0,Green,775,775,m,Natural / Dry,
540,Philippines,"bukidnon, mindanao, philppines",2015,7.58,7.58,7.67,7.58,7.5,7.5,7.5,82.92,0.11,Blue-Green,1200,1200,m,Washed / Wet,
541,Philippines,asia pacific,2014,8.08,7.5,7.67,7.42,7.33,7.5,7.42,82.92,0,Bluish-Green,1600,1600,m,Washed / Wet,
542,Mexico,cuarenteño,2015,7.83,7.67,7.25,7.58,7.5,7.5,7.58,82.92,0.13,Blue-Green,1059,1059,m,Natural / Dry,
543,Mexico,chiapas,2015,7.75,7.67,7.42,7.42,7.75,7.5,7.42,82.92,0.12,Bluish-Green,1300,1300,m,Washed / Wet,
544,Brazil,cerrado,2014/2015,7.08,7.5,7.5,7.83,7.75,7.67,7.58,82.92,0.11,Green,11000,11000,m,Semi-washed / Semi-pulped,
545,Uganda,eastern,2013,8,7.5,7.5,7.58,7.33,7.42,7.58,82.92,0.12,Green,1900,1650,m,Washed / Wet,
546,Uganda,west nile,2013,7.75,7.58,7.58,7.5,7.5,7.5,7.5,82.92,0.12,Green,1400,1400,m,Washed / Wet,
547,Guatemala,antigua,2014,7.75,7.5,7.42,7.58,7.67,7.5,7.5,82.92,0.1,Green,1500,1500,m,Washed / Wet,
548,Guatemala,antigua,2014,7.67,7.83,7.42,7.5,7.33,7.5,7.67,82.92,0.1,Green,1500,1500,m,Natural / Dry,
550,Colombia,huila,2013,7.58,7.5,7.75,7.33,7.58,7.58,7.58,82.92,0.11,Green,2000,1900,m,Washed / Wet,
551,Colombia,huila,2013,7.75,7.5,7.25,7.5,7.75,7.5,7.67,82.92,0,Bluish-Green,1750,1750,m,Natural / Dry,
552,Guatemala,huehuetenango,2013,7.83,7.75,7.25,7.92,7.5,7.17,7.5,82.92,0.11,Green,1755.648,1706.88,ft,Washed / Wet,
553,Colombia,antioquia,2013,7.83,7.67,7.42,7.42,7.5,7.58,7.5,82.92,0.11,Green,1450,1450,m,Washed / Wet,
554,Mexico,petatlan,2012,7.58,7.58,7.33,7.25,7.58,7.75,7.83,82.92,0.1,Green,1248,1248,m,Natural / Dry,
555,Vietnam,don duong,2012,7.67,7.33,7.17,7.58,8.08,7.42,7.67,82.92,0,None,1040,1040,m,Natural / Dry,
556,Mexico,la cumbre,2012,8,7.92,7.67,7.17,7.67,7.42,7.75,82.92,0.14,Green,1400,1400,m,Washed / Wet,
557,US-Hawaii,kona,2012,7.5,7.5,7.5,7.42,7.67,7.83,7.5,82.92,0.1,Green,130,130,m,Washed / Wet,
558,Colombia,cauca,Abril - Julio /2011,7.5,7.75,7.33,7.75,7.08,7.83,7.67,82.92,0.15,,1850,1450,m,,
560,Kenya,nyeri,2017,7.75,7.58,7.42,7.58,7.5,7.5,7.5,82.83,0.1,Green,1754,1754,m,Washed / Wet,
561,Guatemala,san marcos,2017,7.5,7.58,7.33,7.67,7.58,7.58,7.58,82.83,0.11,Green,1700,1700,m,Washed / Wet,
562,Brazil,south of minas,2015,7.67,7.58,7.58,7.5,7.5,7.42,7.58,82.83,0.11,Bluish-Green,905,905,m,Pulped natural / honey,
563,ElSalvador,"el balsamo, quezaltepec",2016,7.33,7.67,7.67,7.83,7.33,7.67,7.33,82.83,0,Green,1250,1250,m,Washed / Wet,
564,Other,gicumbi,2015,7.83,7.92,7.75,7.83,7.75,7.75,8,82.83,0.11,Bluish-Green,1900,1900,m,Washed / Wet,
565,Vietnam,vietnam tutra,2014,7.25,7.58,7.5,7.42,7.75,7.42,7.92,82.83,0.11,Green,1040,1040,m,Other,
566,Guatemala,oriente,2015,7.58,7.58,7.33,7.67,7.67,7.5,7.5,82.83,0.11,Green,1219.2,1219.2,ft,Washed / Wet,
567,Brazil,cerrado,2015,7.58,7.83,7.33,7.67,7.42,7.33,7.67,82.83,0.12,Green,900,900,m,Natural / Dry,
568,Colombia,huila,2014,7.83,7.67,7.5,7.58,7.5,7.67,7.08,82.83,0,,2000,1600,m,Washed / Wet,
569,US,berastagi,2014,7.42,7.58,7.25,7.5,7.75,7.75,7.58,82.83,0,,1200,1200,m,Other,
570,Guatemala,antigua,2014,7.67,7.67,7.75,7.67,7.42,7.17,7.5,82.83,0.1,Green,1500,1500,m,Washed / Wet,
571,Colombia,santander,2013,7.5,7.42,7.58,7.5,7.58,7.58,7.67,82.83,0,Green,1800,1800,m,Natural / Dry,
572,Colombia,huila,2013,7.83,7.5,7.5,7.42,7.5,7.5,7.58,82.83,0.11,Green,1950,1775,m,Washed / Wet,
573,Tanzania,arusha,2012,7.67,7.5,7.33,7.25,7.58,7.75,7.75,82.83,0.11,Green,1400,1400,m,Washed / Wet,
574,Mexico,la concordia,2012,7.58,7.67,7.5,7.58,7.5,7.5,7.5,82.83,0.12,Green,1550,1550,m,Washed / Wet,
575,Mexico,veracruz,2012,7.67,7.58,7.42,7.75,7.42,7.42,7.58,82.83,0.12,Blue-Green,1250,1250,m,Washed / Wet,
576,Guatemala,oriente,2012,7.67,7.67,7.33,7.5,7.33,7.92,7.42,82.83,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
577,Mexico,la concordia,2012,7.58,7.58,7.5,7.42,7.67,7.58,7.5,82.83,0.11,,1380,1380,m,Washed / Wet,
578,ElSalvador,santa ana,2010-2011,7.75,7.58,7.75,7.75,7.25,7.5,7.25,82.83,0,,1200,1200,m,,
579,Guatemala,santa rosa,,7.5,7.58,7.42,7.67,7.58,7.5,7.5,82.75,0.1,Green,1100,1100,m,Washed / Wet,
580,Guatemala,santa rosa,2017,7.58,7.67,7.5,7.58,7.5,7.42,7.5,82.75,0.11,Green,1800,1800,m,Washed / Wet,
581,Guatemala,san marcos,2017,7.5,7.67,7.17,7.67,7.67,7.58,7.5,82.75,0.11,Green,1700,1700,m,Washed / Wet,
582,Guatemala,santa rosa,2017,7.5,7.5,7.42,7.58,7.67,7.5,7.58,82.75,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
583,Guatemala,oriente,2017,7.42,7.58,7.42,7.67,7.5,7.5,7.67,82.75,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
584,Indonesia,sapan toraja,2017,7.5,7.58,7.42,7.58,7.58,7.5,7.58,82.75,0.12,Blue-Green,1500,1500,m,Other,
585,Guatemala,el progreso,2017,7.58,7.58,7.33,7.58,7.33,7.67,7.67,82.75,0.12,Green,157.8864,157.8864,ft,Washed / Wet,
586,Taiwan,"台南市東山區( dongshan dist., tainan city)",2016,7.83,7.67,7.33,7.67,7.58,7.67,7.67,82.75,0,Green,650,650,m,Natural / Dry,
587,ElSalvador,cacahuatique,2017,7.67,7.67,7.17,7.33,7.58,7.67,7.67,82.75,0,,1250,1250,m,Washed / Wet,
588,CostaRica,tarrazu,2016,7.58,7.5,7.42,7.67,7.42,7.5,7.67,82.75,0.09,Bluish-Green,1850,1850,m,Washed / Wet,
589,Honduras,comayagua,2017,7.58,7.5,7.42,7.58,7.5,7.5,7.67,82.75,0.09,Green,1400,1400,m,Natural / Dry,
590,Brazil,south of minas,2015,7.5,7.5,7.58,7.5,7.58,7.58,7.5,82.75,0.11,Bluish-Green,905,905,m,Pulped natural / honey,
591,China,yunnan,2015,7.67,7.5,7.33,7.33,7.67,7.67,7.58,82.75,0.1,Green,1100,1100,m,Natural / Dry,
592,China,menglian,2015,7.5,7.67,7.42,7.67,7.5,7.5,7.5,82.75,0.11,Green,1500,1500,m,Washed / Wet,
593,Colombia,huila,2014,7.5,7.58,7.58,7.75,7.33,7.5,7.5,82.75,0,Blue-Green,1950,1775,m,Washed / Wet,
594,Malawi,mzuzu,2014,7.75,7.58,7.42,7.5,7.33,7.5,7.67,82.75,0.12,Bluish-Green,1442,1442,m,Washed / Wet,
595,Guatemala,jalapa,2014,7.75,7.42,7.25,7.75,7.5,7.67,7.42,82.75,0.13,Green,1524,1524,ft,Washed / Wet,
596,Colombia,huila,2014,7.67,7.42,7.42,7.58,7.33,7.67,7.67,82.75,0.12,Green,165,165,m,Washed / Wet,
597,US-Hawaii,kona,2013,7.67,7.58,7.42,7.83,7.33,7.5,7.42,82.75,0.1,Blue-Green,130,130,m,Natural / Dry,
598,US-Hawaii,kona,2013,7.58,7.83,7.75,7.75,7.42,8,7.75,82.75,0.1,Green,130,130,m,Natural / Dry,
599,Colombia,antioquia,2013,7.58,7.33,7.17,7.33,7.25,8.58,7.5,82.75,0.1,Green,1300,1300,m,Washed / Wet,
600,Mexico,chiapas,2013,7.58,7.58,7.5,7.5,7.5,7.5,7.58,82.75,0.12,Green,1550,1550,m,Washed / Wet,
601,Mexico,veracruz,2012,7.58,7.58,7.33,7.75,7.25,7.58,7.67,82.75,0.12,,1200,1200,m,Washed / Wet,
602,Mexico,atoyac de alvarez,2012,8.08,8.17,8,8,7.83,7.92,8.08,82.75,0.12,,1200,1200,m,Natural / Dry,
603,Colombia,south huila,2012,7.5,7.58,7.42,7.67,7.5,7.58,7.5,82.75,0,Blue-Green,1850,1625,m,Washed / Wet,
604,Colombia,huila,2012,7.67,7.58,7.58,7.58,7.5,7.42,7.42,82.75,0.11,Green,1950,1775,m,Washed / Wet,
605,US-Hawaii,kona,2012,7.25,7.75,7.5,7.83,7.67,7.67,7.75,82.75,0.12,Green,130,130,m,Washed / Wet,
606,Panama,boquete,2012,7.42,7.42,7.5,7.58,7.5,7.75,7.58,82.75,0,Green,1100,1100,m,Washed / Wet,
607,US-Hawaii,kona,,7.75,7.67,7.5,7.83,7.17,7.42,7.42,82.75,0,,130,130,m,,
608,Brazil,south of minas,2017 / 2018,7.5,7.58,7.25,7.75,7.58,7.5,7.5,82.67,0,Green,890,890,m,Natural / Dry,
609,Brazil,south of minas,2016,7.5,7.58,7.5,7.67,7.5,7.42,7.5,82.67,0.11,Bluish-Green,934,934,m,Natural / Dry,
610,Other,"paksong,laos",2015,7.67,7.67,7.42,7.42,7.42,7.5,7.58,82.67,0.13,Bluish-Green,1300,1300,m,Washed / Wet,
611,ElSalvador,"el balsamo, quezaltepec",2016,7.67,7.67,7.67,7.67,7.5,7.67,7.5,82.67,0,Green,1200,1200,m,Washed / Wet,
612,Mexico,veracruz,2016,7.5,7.67,7.42,7.75,7.42,7.17,7.75,82.67,0.11,Green,1300,1300,m,,
614,Brazil,south of minas,2015/2016,7.58,7.5,7.42,7.67,7.5,7.5,7.5,82.67,0,Green,1,1,m,Natural / Dry,
616,Tanzania,karatu arusha,2014,7.5,7.5,7.5,7.5,7.5,7.58,7.58,82.67,0.12,Green,1700,1700,m,Washed / Wet,
617,Tanzania,mbinga,2014,7.58,7.5,7.5,7.58,7.33,7.58,7.58,82.67,0.12,Green,1550,1550,m,Washed / Wet,
618,Taiwan,嘉義阿里山,2014,8,7.83,7.83,7.42,7.25,7.25,7.08,82.67,0.08,Green,1200,1200,m,Washed / Wet,
619,Mexico,la yerba,2014,7.67,7.58,7.42,7.5,7.42,7.5,7.58,82.67,0.11,Green,1296,1296,m,Natural / Dry,
620,Uganda,mt elgon,2013,7.67,7.5,7.33,7.67,7.5,7.5,7.5,82.67,0.12,Green,1900,1650,m,Washed / Wet,
621,Taiwan,chiayi alishan 嘉義縣阿里山鄉,2013/2014,7.67,7.5,7.5,7.5,7.5,7.5,7.5,82.67,0.11,Green,1240,1240,m,Washed / Wet,
622,Thailand,phahi,2013,7.42,7.5,7.5,7.67,7.58,7.5,7.5,82.67,0.11,Bluish-Green,1500,1500,m,Washed / Wet,
623,Colombia,huila,2012,7.75,7.58,7.67,7.25,7.58,7.42,7.42,82.67,0.11,Bluish-Green,1800,1800,m,Washed / Wet,
625,Guatemala,antigua,2012,7.67,7.67,7.17,7.67,7.5,7.5,7.5,82.67,0.11,Green,1500,1500,m,Washed / Wet,
627,Mexico,,2012,7.58,7.58,7.42,7.58,7.42,7.5,7.58,82.67,0.11,,1100,1100,m,Washed / Wet,
628,Mexico,mahuixtlan,2012,7.5,7.58,7.58,7.58,7.42,7.42,7.58,82.67,0.12,,950,950,m,Washed / Wet,
629,Colombia,52 narino (exact location: mattituy; municipal region: florida code 381,Spring 2011 in Colombia.,7.33,7.58,7.42,7.42,7.67,7.67,7.58,82.67,0.11,Green,5900,3850,m,,
630,US-Hawaii,kona,,7.83,7.67,7.5,7.67,7.5,7.58,7.58,82.67,0.03,,130,130,m,,
631,Mexico,mexico,2010-2011,7.75,7.58,7.25,7.75,7.67,7.58,7.08,82.67,0,,1400,1400,m,,
632,Colombia,huila,4T/10,8.08,7.67,7.67,7.33,7.33,7.17,7.42,82.67,0.08,,1800,1800,m,,
634,Guatemala,oriente,2017,7.5,7.42,7.42,7.75,7.5,7.5,7.5,82.58,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
635,Taiwan,國姓鄉 guoshing township,2016,7.67,7.42,7.5,7.42,7.58,7.5,7.5,82.58,0.11,Green,1050,1050,m,Pulped natural / honey,
637,Taiwan,changhua baguashan 彰化市八卦山,2016 / 2017,7.25,7.25,7,7.08,7,7,10,82.58,0.11,Blue-Green,200,200,m,,
639,Indonesia,aceh,2015,7.83,7.58,7.42,7.33,7.42,7.5,7.5,82.58,0.13,Blue-Green,1300,1250,m,Semi-washed / Semi-pulped,
640,Thailand,thailand,2014,7.75,7.33,7.42,7.67,7.42,7.5,7.5,82.58,0.12,Green,800,800,m,Washed / Wet,
641,Thailand,chiangrai,2014,7.42,7.58,7.58,7.42,7.58,7.5,7.5,82.58,0.12,Blue-Green,1500,1450,m,Washed / Wet,
642,Tanzania,ikand village,2014,7.75,7.42,7.33,7.5,7.58,7.5,7.5,82.58,0.12,,1317,1317,m,Washed / Wet,
643,Uganda,eastern,2013,7.83,7.5,7.42,7.58,7.42,7.42,7.42,82.58,0.12,Green,1900,1650,m,Natural / Dry,
644,CostaRica,central valley,2013,7.67,7.42,7.5,7.67,7,7.75,7.58,82.58,0.11,Green,1400,1300,m,Washed / Wet,
647,Colombia,huila,2013,7.75,7.25,7.33,7.42,7.5,7.83,7.5,82.58,0.11,Blue-Green,1750,1750,m,Washed / Wet,
648,Colombia,huila,2012,7.75,7.5,7.75,7.25,7.33,7.58,7.42,82.58,0.11,,1750,1750,m,Washed / Wet,
649,Colombia,huila,2013,7.58,7.5,7.42,7.58,7.67,7.42,7.42,82.58,0.11,Green,1750,1750,m,Washed / Wet,
650,Mexico,oaxaca,2012,7.5,7.58,7.5,7.5,7.42,7.5,7.58,82.58,0.1,Green,1250,1250,m,Washed / Wet,
651,Mexico,colima,2012,7.67,7.58,7.58,7.75,7.67,6.83,7.5,82.58,0.12,Green,1150,1150,m,Washed / Wet,
652,Colombia,huila,2012,7.33,7.42,7.58,7.42,7.67,7.5,7.67,82.58,0.11,Green,1950,1775,m,Washed / Wet,
653,Brazil,south of minas,2011,7.58,7.5,7.33,7.75,7.5,7.5,7.42,82.58,0,,1050,975,m,,
654,Brazil,south of minas,2017 / 2018,7.5,7.5,7.5,7.5,7.58,7.5,7.42,82.5,0.11,Green,890,890,m,Natural / Dry,
655,Indonesia,bali,2017,7.83,7.75,7.25,7.5,7.42,7.33,7.42,82.5,0.11,Green,1250,1250,m,Washed / Wet,
656,Honduras,comayagua,2017,7.58,7.58,7.33,7.5,7.5,7.5,7.5,82.5,0.1,Green,1400,1400,m,Washed / Wet,
657,Guatemala,oriente,2016,7.5,7.5,7.33,7.5,7.67,7.5,7.5,82.5,0.1,Green,1219.2,1219.2,ft,Washed / Wet,
658,Thailand,thailand,2014,7.5,7.83,7.5,7.75,7.33,7.42,7.83,82.5,0.12,Green,800,800,m,Washed / Wet,
659,Thailand,chiangrai,2014,7.33,7.5,7.5,7.5,7.67,7.5,7.5,82.5,0.11,,1500,1450,m,Washed / Wet,
660,Tanzania,karatu arusha,2014,7.67,7.42,7.33,7.58,7.5,7.5,7.5,82.5,0.12,Green,1600,1600,m,Washed / Wet,
662,Mexico,chiapas,2013,7.42,7.58,7.5,7.67,7.25,7.5,7.58,82.5,0,Green,1700,1600,m,Washed / Wet,
663,Brazil,south of minas,2013/2014,7.42,7.5,7.67,7.33,7.42,7.67,7.5,82.5,0.11,Bluish-Green,1260,1260,m,Semi-washed / Semi-pulped,
664,Guatemala,oriente,2013,7.83,7.42,7.33,7.67,7.42,7.5,7.33,82.5,0.12,Green,1310.64,1310.64,ft,Washed / Wet,
665,Colombia,huila,2013,7.5,7.5,7.42,7.42,7.58,7.58,7.5,82.5,0.11,Green,1750,1750,m,Washed / Wet,
666,Guatemala,oriente,2013,7.83,7.67,7.17,7.33,7.5,7.67,7.33,82.5,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
667,Mexico,san bartolo tutotepec,2012,7.5,7.58,7.5,7.5,7.42,7.42,7.58,82.5,0.13,None,1679,1679,m,Washed / Wet,
